 RespId,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10
471304,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,Agree,,,,,,,,,,,
471305,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
481392,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,No,Yes,No,No,No,No,Agree,,,,Agree,,,,,,,,,,,,,
471307,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
481394,Very important,Very important,Very important,Very important,Not so important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471308,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471310,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,Agree,Agree,,,,,,,,,,,
471311,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,In-person on Election Day,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Agree
471314,Very important,Not so important,Very important,Not at all important,Somewhat important,Somewhat important,Not so important,Not so important,Not at all important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,Agree,,,,,,,,,,,,,
471316,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,
471317,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,3.0,In-person on Election Day,Not very closely,Always/almost always,No,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
471318,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,
471320,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,,
471322,Very important,,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,Agree,,,,,,,,,,
471323,Very important,Somewhat important,Very important,Not so important,Very important,Not so important,Not so important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
471324,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,No,No,No,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
471326,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not at all important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
471327,Very important,Somewhat important,Not so important,Not so important,Somewhat important,Not so important,Somewhat important,Somewhat important,Not so important,Not so important,,Yes,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
471328,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,Agree,,,,,,,,,,,
471330,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,Agree,,,,,,,,,,,
471335,Very important,Not so important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,No,Yes,No,Yes,No,Yes,,,Agree,,,,Agree,,,,,,,,,,,
471337,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,Agree,,,,,,,,,,,
471339,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471340,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
471341,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Very important,Not at all important,Very important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,Agree,Agree,,,,,,,,,,,
471342,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,,,,,,,,,,,,,
471343,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Not very closely,Always/almost always,No,No,No,No,No,No,,,,Agree,,,,,,,,,,,,,,
471344,Not so important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Don’t want to,3.0,Other,Not very closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Agree
471345,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471347,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,Yes,In-person before Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471349,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
481437,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,,,,,,,,,,Agree,,,
471350,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,,,,,,,,,,,,
471351,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Not at all important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,,,,,,,,,,,,
471353,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
471354,Very important,Very important,Somewhat important,Not so important,Somewhat important,Very important,Very important,Very important,Not so important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
471355,Very important,Very important,Very important,Not at all important,Very important,Not so important,Not so important,Very important,Not so important,Very important,,No,In-person before Election Day,Not very closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
471356,Very important,Somewhat important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,Agree,,,,,,,,,,,
471357,Very important,Very important,Somewhat important,Not at all important,Very important,Not so important,Not so important,Very important,Not at all important,Very important,,No,In-person on Election Day,Somewhat closely,Always/almost always,No,Yes,Yes,Yes,No,Yes,Agree,,Agree,,,,,,,,,,,,,,,
471358,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,,,,,,,,,,,,,
471359,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,Agree,,,,,,,,,,,
481448,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,No,No,No,Yes,No,Yes,,,,Agree,,,,,,,,,,,,,,
471360,Very important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not at all important,,Yes,In-person before Election Day,Not very closely,Rarely,No,No,No,No,No,No,,,Agree,,,,,,,,,Agree,,,,,,
471362,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,Agree,,,,,,,,,,,,,
471363,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,Agree,,,,,,,,,,,
471365,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,No,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
471366,Very important,Somewhat important,Very important,Not at all important,Very important,Not so important,Not so important,Not so important,Very important,Very important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,No,No,No,No,Agree,,,,,,,Agree,,,,,,,,,,
471367,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,No,No,Yes,,,Agree,Agree,Agree,,,,,,,,,,,,,
471368,Very important,Very important,Very important,Not so important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,Agree,,,,,,,,,,,,
